103;100;0;140;Kladelthena;x;
104;126;0;140;Elakytes;x;
105;175;205;58;Histrmadyosse;x;
106;156;210;0;Achchepetra;x;
107;168;89;40;Adramhagonia;x;
108;200;140;10;Ithmeseon;x;
109;139;186;39;Ithanachesmos;x;
110;157;222;5;Kimmkascia;x;
111;144;128;171;jonzac;x;
112;224;128;171;Lindymita;x;
113;89;62;37;Erythhemeroica;x;
114;133;221;39;Herchytnae;x;
115;144;229;27;Kydodelica;x;
116;167;116;54;Millapollica;x;
117;185;240;61;Dicaeamaronosia;x;
118;255;205;68;Itanmaslis;x;
119;234;213;57;Nacorcrias;x;
120;236;210;11;Aenkaspolis;x;
121;86;245;7;Kydkoiissa;x;
122;201;240;67;Gonmillthera;x;
123;98;72;51;Deldorum;x;
124;104;0;238;saint_malo;x;
125;214;128;241;marseille;x;
126;107;186;58;Amialinosse;x;
127;163;148;17;Kydomukemos;x;
128;202;86;14;Kynkyretherna;x;
129;5;128;250;quimper;x;
130;75;226;7;Chamgythiinda;x;
131;249;62;54;Kaimonastoas;x;
132;56;89;62;Eretolbetta;x;
133;123;129;2;Gonopuyra;x;
134;125;129;4;Bardececum;x;
135;192;129;4;Clazomonatiri;x;
136;173;183;15;Naxleoeia;x;
137;225;129;7;lucca;x;
138;68;129;7;Kimmarslea;x;
139;250;129;8;Dimkoriion;x;
140;175;129;10;Mormylia;x;
141;58;129;11;Mesemankyra;x;
142;155;237;32;Knogolnae;x;
143;100;129;13;Hierkalliila;x;
144;239;129;14;Lariskyae;x;
145;60;129;15;Halicmuketrias;x;
146;130;129;15;Odessidapetra;x;
147;124;129;17;Monatargtherna;x;
148;143;129;18;Masnealis;x;
149;122;129;18;Dyleontiana;x;
150;45;1;20;Hileontus;x;
151;195;129;18;Boucebdus;x;
152;105;113;28;Gegournai;x;
153;66;129;17;Hyelesios;x;
154;189;183;19;Imbrmorgalia;x;
155;148;129;25;Locrhelum;x;
156;245;129;25;Braukannine;x;
157;227;129;27;Manmagder;x;
158;127;129;28;Eretkanniana;x;
159;235;186;66;Kyredenae;x;
160;119;129;30;Diosmadsos;x;
161;171;129;29;Koueubon;x;
162;93;129;32;Orchooreeia;x;
163;170;129;34;Monaorestalous;x;
164;230;129;36;Empdececia;x;
165;100;129;36;Olyacton;x;
166;209;129;36;Ithancolios;x;
167;107;78;31;Hyelefkalous;x;
168;238;129;40;Korinthcymthus;x;
169;164;129;42;Chaldiosrea;x;
170;100;129;42;Knometapoila;x;
171;190;105;45;Gourmetapontes;x;
172;122;129;46;Lekhalefkaios;x;
173;70;129;47;Mantinniaera;x;
174;63;129;48;Onchhagiate;x;
175;50;129;48;Kaslapithiana;x;
176;95;129;49;Argidaaea;x;
177;185;129;51;Odeslinlia;x;
178;172;129;51;Marathithpetra;x;
179;66;129;51;Kameirchelia;x;
180;222;129;54;Edmadytissa;x;
181;241;129;51;Cleoclazlis;x;
182;50;129;56;Gourcniina;x;
183;77;129;57;Didhublida;x;
184;195;129;56;Golgdidosse;x;
185;94;129;59;Edhistrias;x;
186;102;129;60;Mylklados;x;
187;157;129;61;salamanca;x;
188;100;129;56;Calkoon;x;
189;135;129;63;Ogortum;x;
190;154;129;64;Oenorchmea;x;
191;50;129;65;Mallmegissa;x;
192;147;97;61;Ganghalimea;x;
193;70;129;63;Elepheios;x;
194;54;129;68;Lepremadytita;x;
195;117;129;69;Dorkalmos;x;
196;218;129;69;Aenkerlis;x;
197;247;129;70;Magnedymmenus;x;
198;128;129;72;Borysamium;x;
199;107;129;68;Masoriine;x;
200;113;129;71;Cniorestaea;x;
201;114;129;75;Aligournene;x;
202;201;60;16;Ephliios;x;
203;225;253;19;Lapmarmica;x;
204;59;237;44;Klanympai;x;
205;211;129;71;Imbiolosse;x;
206;164;121;27;Lampastcia;x;
207;240;229;59;Mukmesemtiri;x;
208;145;75;0;Eretcorate;x;
209;76;210;40;Iolmaera;x;
210;72;191;20;Juleium;x;
211;171;59;28;Morganoricmenus;x;
212;125;234;4;Colohistrllai;x;
213;73;113;45;Neopuinda;x;
214;251;237;52;Naumukenmenus;x;
215;84;121;33;Elclalia;x;
216;86;254;61;Gangempinda;x;
217;151;218;32;Lapihyetrias;x;
218;200;140;55;Kyrengolgoas;x;
219;159;78;53;Boryshaliosia;x;
220;92;210;47;Oropmisai;x;
221;231;218;37;Korialaida;x;
222;195;199;17;Lampnemina;x;
223;141;183;43;Kasmkerkinissa;x;
224;219;59;37;Morgmararea;x;
225;104;140;61;Oenorestthus;x;
226;211;1;150;harcourt;x;
227;139;59;39;Olbkniine;x;
228;121;164;25;Olborestcia;x;
229;174;207;8;Deceeresdus;x;
230;130;226;32;Antiplampsaene;x;
231;80;102;28;Misliatrea;x;
232;145;124;61;Artemmagthrae;x;
233;99;199;27;Elatchamesmos;x;
234;77;183;53;Assoepinda;x;
235;171;59;47;Kameirbhyrtesmos;x;
236;202;137;25;Opusklaium;x;
237;204;210;62;Byzneida;x;
238;172;210;63;Byllnemmea;x;
239;125;183;56;Kaachinda;x;
240;77;56;4;Lekhamorglia;x;
241;86;118;8;Hymaldia;x;
242;51;199;32;Lapitapathera;x;
243;147;199;37;Monasticroai;x;
244;111;1;246;coutances;x;
245;160;0;100;Clazoephylia;x;
246;168;191;51;Caryolynina;x;
247;102;130;1;Olynephyruf;x;
248;239;130;1;Ambrgorgita;x;
249;138;130;3;Adramartemmos;x;
250;197;130;2;Assleoinda;x;
251;241;130;5;cabra;x;
252;116;130;6;Kamekiera;x;
253;95;130;6;Actelatpolis;x;
254;57;130;1;Ephemetapotes;x;
255;201;130;9;Massahemeonia;x;
256;170;130;10;Didymukcia;x;
257;96;130;9;Kaimorganlia;x;
258;167;216;64;Kiomarmaita;x;
259;112;102;43;Kamarneine;x;
260;152;130;11;Locrantignes;x;
261;183;130;11;Bythgortyalous;x;
262;83;130;7;Leontcleoine;x;
263;231;130;19;Nymphlinon;x;
264;244;130;20;Oegyththena;x;
265;228;130;20;Odessbyllessa;x;
266;224;130;22;Opulinpetra;x;
267;138;130;22;Amarymalia;x;
268;69;130;24;Amarymetaponrea;x;
269;177;130;25;Onchephyon;x;
270;67;130;25;Nemknidpetra;x;
271;82;226;53;Bythkyddos;x;
272;254;130;28;Antijuketta;x;
273;157;130;29;Goranknae;x;
274;178;130;25;Marmesedus;x;
275;106;130;33;Aigoselamenus;x;
276;83;250;16;Kyreartemtiri;x;
277;149;130;33;Methukamarlia;x;
278;130;130;36;Koamphiai;x;
279;76;130;36;Metnaxaea;x;
280;244;130;38;Kimmeknoslis;x;
281;227;130;39;Aigosithanum;x;
282;196;130;39;Barlocrmos;x;
283;164;130;40;Histrgortios;x;
284;207;130;42;Haginiaum;x;
285;193;130;43;isernia;x;
286;121;130;44;Helialyatrea;x;
287;86;130;45;Edekimmethera;x;
288;161;130;45;Gyrthmarathmos;x;
289;79;67;9;Cherseubtrias;x;
290;174;130;40;Hemerokaila;x;
291;60;130;49;Crolebethrae;x;
292;231;130;50;Ambrmethina;x;
293;135;130;48;Neamethados;x;
294;105;130;52;Amadelrea;x;
295;158;205;35;Knidmastes;x;
296;73;130;54;Cororchina;x;
297;255;130;56;Caryeretate;x;
298;70;130;57;Helmadytosse;x;
299;198;130;58;Byzmochdos;x;
300;130;130;58;Gorgilithus;x;
301;141;130;59;Elagortysos;x;
302;216;130;61;Lekhkoalous;x;
303;153;130;62;Opemporae;x;
304;70;130;63;Ednympmea;x;
305;72;130;64;Nyodeate;x;
306;180;130;65;Monoastaskltherna;x;
307;68;130;66;Imbklazoai;x;
308;119;130;69;Oropdidcia;x;
309;105;0;0;Demkouressa;x;
310;221;130;69;Heramisetrias;x;
311;62;94;61;Korintimbratrea;x;
312;67;130;73;isle_of_man;x;
313;65;75;48;Aigoscnioas;x;
314;153;130;75;Nysdydia;x;
315;134;118;31;Kaldimai;x;
316;54;130;77;tournoel;x;
317;120;64;15;Odeodesslea;x;
318;238;130;73;Onkasmera;x;
319;249;215;29;Gankameiresmos;x;
320;128;130;72;Mukelebelis;x;
321;233;164;59;Megmetapetta;x;
322;56;64;16;Aphiedlea;x;
323;231;130;91;Mileandrdus;x;
324;227;72;6;Lacorcthena;x;
325;230;118;38;Oleloas;x;
326;124;83;44;Carcniyra;x;
327;203;130;120;Nauelai;x;
328;120;64;24;Emporbraium;x;
329;136;242;47;Adramklazothera;x;
330;204;83;46;Mokyrion;x;
331;162;99;21;Laphemeine;x;
332;138;54;16;Kerkinhublsos;x;
333;107;130;152;grandpre;x;
334;56;64;31;Misemylai;x;
335;232;158;18;Megalantinae;x;
336;166;55;15;Agrindecalous;x;
337;174;130;164;Lapithmissos;x;
338;75;53;26;Didymonoastdos;x;
339;250;188;39;Claoriios;x;
340;52;105;42;Onkallirea;x;
341;143;180;55;Korintmonatlea;x;
342;185;215;51;Gocrotosia;x;
343;165;145;61;Gekilis;x;
344;163;250;48;Lepnalea;x;
345;236;83;61;Knicoliana;x;
346;79;53;9;Nysnicinda;x;
347;137;88;5;Idalleblia;x;
348;127;53;11;Helioncheia;x;
349;132;223;46;Cordimila;x;
350;219;161;43;Gytgourae;x;
351;130;99;41;Kydhaliai;x;
352;223;231;35;Itaantigita;x;
353;154;239;26;Ganhermines;x;
354;190;131;0;Godymlea;x;
355;13;3;1;Methalicesmos;x;
356;81;131;0;Marmaepioli;x;
357;175;131;3;Laodimukenatrea;x;
358;147;131;2;Gazbarlis;x;
359;232;131;4;Morgagyrthae;x;
360;231;131;6;Lampsamuketherna;x;
361;140;0;0;Korichader;x;
362;96;131;3;Chernysita;x;
363;116;131;9;Myiolctherna;x;
364;181;131;10;Gyrthkameiina;x;
365;141;131;10;Hublelatlis;x;
366;105;131;11;Ithadimaonia;x;
367;53;131;10;Odesmileate;x;
368;131;250;63;Barhemenae;x;
369;127;131;8;Mantinjukosia;x;
370;213;131;16;Omocmea;x;
371;209;131;16;Antiitaina;x;
372;233;131;16;Mallleiinda;x;
373;132;131;13;Kimmantllai;x;
374;236;70;43;Olbleonton;x;
375;187;131;21;Ithanchenae;x;
376;241;131;24;Hiekameirinda;x;
377;206;131;27;Kanhubissa;x;
378;148;131;28;Kyreleuonia;x;
379;185;131;29;Knossiolcpetra;x;
380;208;131;34;Kameikydae;x;
381;182;131;34;Kourantignae;x;
382;218;239;34;Odessmillus;x;
383;95;131;37;Athgonthera;x;
384;185;131;39;Maronolbidos;x;
385;136;131;39;Eleularioli;x;
386;167;131;42;Diokiine;x;
387;65;131;43;Knosartemtherna;x;
388;240;131;43;Edeiaosse;x;
389;131;250;69;Mogazlea;x;
390;58;131;44;Kannodmea;x;
391;215;131;47;Gonhistoli;x;
392;207;131;48;Amalaplis;x;
393;60;131;50;Opukorinthnae;x;
394;59;131;50;Decehemethena;x;
395;134;131;50;Lilapera;x;
396;127;53;28;Abclaiana;x;
397;192;131;54;Metaponbyllonia;x;
398;75;131;54;Itamonoastthena;x;
399;218;131;54;Metaponlaoai;x;
400;235;131;50;Mukactnae;x;
401;118;131;59;Kouricorlia;x;
402;192;131;62;palestrina;x;
403;80;131;63;Mesecebder;x;
404;67;131;67;Oresorietta;x;
405;228;223;66;Mallniadus;x;
406;111;104;1;Megalohagines;x;
407;247;131;70;Hubodida;x;
408;112;204;46;Diosdelphus;x;
409;98;131;73;Colhermdos;x;
410;130;131;73;Idalmadytosia;x;
411;120;131;75;grado;x;
412;111;204;35;Naulauae;x;
413;121;131;74;Metmaroalous;x;
414;248;51;23;Gangempllai;x;
415;85;131;73;Mychyios;x;
416;188;131;71;Histrkameirios;x;
417;62;80;41;Argadramoas;x;
418;191;131;73;Knidkooas;x;
419;106;131;84;macon;x;
420;101;131;88;Cherargetta;x;
421;191;76;37;Galocronia;x;
422;240;255;21;Monhelisos;x;
423;70;220;28;Oriknosae;x;
424;109;107;58;Mukelampissa;x;
425;156;236;8;Hemeroitinon;x;
426;122;61;32;Gourydosia;x;
427;65;228;24;Kogolglia;x;
428;162;201;17;Hermmetapothus;x;
429;193;50;3;Massametapetra;x;
430;220;236;14;Methuioloas;x;
431;162;201;21;Kydoiodus;x;
432;123;212;55;Alinopusium;x;
433;177;195;59;Ereskanpolis;x;
434;184;115;58;Locrorchonae;x;
435;96;60;64;Lekhaelarias;x;
436;103;193;37;Aenlekhtherna;x;
437;229;69;31;Marathgortmenus;x;
438;225;131;195;Ydberdus;x;
439;243;189;58;Kamalapene;x;
440;160;255;41;Nympmegrea;x;
441;110;80;65;Aenimbdos;x;
442;180;114;29;Apollkimmerdos;x;
443;245;120;2;Kameimagneene;x;
444;127;53;58;Mardicaeader;x;
445;229;120;3;Epigoinda;x;
446;188;236;23;Massalaodder;x;
447;234;61;47;Gelitaios;x;
448;115;123;50;Deceleessa;x;
449;78;182;8;Methogorgipetra;x;
450;104;115;64;Massalocdos;x;
451;199;244;14;Marathoenllai;x;
452;119;244;15;Itanlampsathrae;x;
453;160;77;28;Haliconpetra;x;
454;97;50;20;Antigmegaldia;x;
455;211;123;57;Brageonia;x;
456;234;132;2;saluzzo;x;
457;107;132;2;Alademettes;x;
458;103;132;2;Crothiios;x;
459;139;132;5;Juklepetta;x;
460;107;132;6;Leibehagai;x;
461;77;132;4;Kukniida;x;
462;94;132;6;Lekkouum;x;
463;232;132;9;Odeslarisita;x;
464;50;132;7;Kasmamphimenus;x;
465;167;132;11;Imbbybion;x;
466;116;132;11;Magnlamilia;x;
467;216;132;13;Kyrmileios;x;
468;129;132;14;Orestmantinmenus;x;
469;85;132;15;Chamelder;x;
470;134;132;15;Mukgeyra;x;
471;226;132;16;Kebybium;x;
472;162;132;18;Chamlaodosse;x;
473;182;220;61;Magneempoonia;x;
474;245;132;14;Opusaenae;x;
475;194;252;10;Marakorinai;x;
476;226;132;22;Ephhagyra;x;
477;79;132;22;Chyodesosse;x;
478;238;250;74;Dimnympnes;x;
479;169;132;25;Chamlapithine;x;
480;120;132;26;Chersmorea;x;
481;202;132;26;Epidorthos;x;
482;218;132;28;Licebthus;x;
483;225;132;28;Hagichialous;x;
484;175;132;32;Mykepaea;x;
485;124;132;33;Hermdelate;x;
486;202;132;34;Madytgallai;x;
487;60;132;35;Kiomonoastesmos;x;
488;158;132;33;Lauededia;x;
489;164;132;37;Kerkiniolia;x;
490;210;252;13;Lilkaillai;x;
491;255;132;39;mondragon;x;
492;176;77;38;Kycalliita;x;
493;205;132;36;Myclazoyra;x;
494;83;132;40;Iascolorias;x;
495;213;219;15;Magnkorinthus;x;
496;188;132;44;Hilepreosia;x;
497;99;132;45;Callichalnae;x;
498;122;132;46;Methuambrlea;x;
499;204;132;47;Oepjuktmos;x;
500;173;158;62;Gemarmosse;x;
501;198;132;42;Klazaleonia;x;
502;196;132;50;Empmukecia;x;
503;201;132;52;Cebrdiopolis;x;
504;86;132;54;Erymooli;x;
505;74;112;36;Myimica;x;
506;138;112;36;Hismetapondos;x;
507;231;193;60;Maditanlia;x;
508;105;132;59;Cololilthos;x;
509;133;132;62;Eleumoine;x;
510;211;132;62;Marathleontllai;x;
511;227;132;62;Knolekene;x;
512;148;132;65;Hagieresate;x;
513;229;132;68;Cebkocum;x;
514;105;132;70;cremona;x;
515;150;132;71;Askdicdia;x;
516;90;132;72;Amiaytae;x;
517;149;132;70;Kolamene;x;
518;250;132;71;Nicokathena;x;
519;63;132;75;Dichytes;x;
520;92;58;25;Miscylea;x;
521;241;132;90;Olhyene;x;
522;223;104;56;Methaitacum;x;
523;142;124;14;Antighellesinda;x;
524;166;93;25;Monasaeglea;x;
525;162;201;57;Antighistrthena;x;
526;252;121;71;Laocylis;x;
527;203;85;40;Opkammea;x;
528;178;201;60;Olknitherna;x;
529;188;109;3;Laudiosoli;x;
530;247;244;43;Kerkinbaretta;x;
531;167;66;21;Chergorgetta;x;
532;124;109;4;Cymlapitita;x;
533;254;233;12;Diolemos;x;
534;71;66;26;Kameigythpolis;x;
535;68;198;21;Oriklazous;x;
536;58;163;28;Herahistriana;x;
537;219;85;51;Mumocoli;x;
538;138;163;29;Apollmileium;x;
539;128;128;34;Nymlocera;x;
540;199;244;54;Hiaigosdos;x;
541;224;128;35;Corccarlis;x;
542;206;233;22;Monaslekhessa;x;
543;93;209;64;Lekhaephyrlia;x;
544;122;112;66;Kimhemerodia;x;
545;206;55;5;Kourlocrida;x;
546;153;190;45;Marokepnes;x;
547;107;187;0;Alinkaiyra;x;
548;122;112;71;Boumuloli;x;
549;132;198;36;Asklgythiila;x;
550;215;117;13;Methamagnthus;x;
551;100;198;37;Lariscrottherna;x;
552;222;113;27;Oitaus;x;
553;15;132;243;arles;x;
554;199;117;15;Lauolymtiri;x;
555;236;133;1;Laodidtes;x;
556;97;133;1;Ithanialymea;x;
557;99;133;3;Berglefkai;x;
558;5;5;4;Alinniratrea;x;
559;209;133;5;Eleuolyrias;x;
560;90;133;6;Junymphai;x;
561;239;133;7;sassari;x;
562;184;133;8;Opalamos;x;
563;113;133;7;Imkalis;x;
564;96;133;9;Koumethaion;x;
565;146;252;59;Amnikorinalous;x;
566;122;133;12;Magnellia;x;
567;208;133;12;Oepkamarllai;x;
568;224;179;23;Leobarai;x;
569;69;171;36;Astmuklia;x;
570;77;133;16;Milediclia;x;
571;130;252;59;Bergnyminda;x;
572;137;133;17;Marochaica;x;
573;70;133;19;Eubargtherna;x;
574;81;133;20;Metaponasmea;x;
575;112;133;20;Elatorethena;x;
576;68;133;22;Lampbralia;x;
577;210;133;23;Lefoplea;x;
578;173;133;24;Aigosydpetra;x;
579;232;133;24;Carhyder;x;
580;206;55;19;Actgoosia;x;
581;218;133;27;Lauepheae;x;
582;202;133;27;Mesekepder;x;
583;21;133;24;Myaletes;x;
584;202;163;52;Orchkallillai;x;
585;62;133;30;Dioskorcum;x;
586;143;133;32;Gortymonalia;x;
587;227;133;34;Heliitanlia;x;
588;172;133;35;acqui_terme;x;
589;135;133;35;Monatandreia;x;
590;210;133;37;Kimmkorinuf;x;
591;192;179;28;Mallmukeera;x;
592;199;133;35;Hemeaigon;x;
593;138;133;40;Juktelauf;x;
594;207;133;41;Asklceboli;x;
595;213;133;40;Aighetrias;x;
596;130;133;42;Idalhyica;x;
597;122;133;44;southampton;x;
598;216;133;45;Amaryknidon;x;
599;169;133;46;Epidkyron;x;
600;132;133;43;Apolllaposia;x;
601;57;133;48;Lapiolbithus;x;
602;254;55;24;Amilaodidus;x;
603;120;133;50;Gazlekhosia;x;
604;73;133;50;Neheraine;x;
605;70;133;49;Golgganae;x;
606;191;206;38;Lekberai;x;
607;122;133;54;Kasgolgosia;x;
608;211;133;55;Artemepines;x;
609;239;133;57;Crokerkites;x;
610;91;133;60;alife;x;
611;238;133;61;Kniddemum;x;
612;140;133;62;Artcalliera;x;
613;196;133;63;Nysedeyra;x;
614;50;125;17;Mukemypetra;x;
615;243;133;61;Oepmeseum;x;
616;169;133;66;Maromaronoli;x;
617;121;133;67;Bybkameirthrae;x;
618;241;133;66;Methukydoica;x;
619;213;133;67;Orchmadytyra;x;
620;77;133;63;Kumbouesmos;x;
621;238;133;67;Hemeidaissa;x;
622;169;133;72;Crotlaonae;x;
623;72;129;61;Opusgathus;x;
624;66;133;74;guevara;x;
625;82;133;74;Itaamiera;x;
626;217;241;40;Calyhagios;x;
627;180;249;30;Hagilisonia;x;
628;126;106;3;Leokumene;x;
629;250;214;35;Lefkmocica;x;
630;145;133;102;saintes;x;
631;212;198;62;Elemonasuf;x;
632;233;5;105;montlucon;x;
633;153;5;109;blaye;x;
634;103;117;39;Lampsmetai;x;
635;163;98;19;Ydhiinon;x;
636;55;117;41;Lepmarlia;x;
637;135;117;41;Orekydonae;x;
638;82;74;59;Gorchetes;x;
639;196;249;35;Locedai;x;
640;252;109;55;Oremilcia;x;
641;78;106;11;Megaloheessa;x;
642;156;160;27;Maraeretine;x;
643;203;238;5;Misedicaeaene;x;
644;140;234;38;Mannyosia;x;
645;92;109;58;Odeeleusos;x;
646;84;181;72;Methepiai;x;
647;158;233;65;Ephkerkinus;x;
648;98;174;38;Odekoinon;x;
649;119;117;50;Maronodessnes;x;
650;187;238;11;Leontdimaai;x;
651;220;109;66;Ithaeresalous;x;
652;169;241;62;Oricakralous;x;
653;68;71;28;Knossmilllai;x;
654;144;179;61;Kekalissa;x;
655;64;179;61;Mesemkameiralous;x;
656;97;203;24;Kepleprerea;x;
657;55;5;211;strasbourg;x;
658;150;213;19;Knoslamiinon;x;
659;245;239;41;Ephyrdiososia;x;
660;208;133;224;Lamidimene;x;
661;90;148;25;Linereslia;x;
662;103;219;2;Lilmantiine;x;
663;214;195;41;Myleonthus;x;
664;88;90;62;Amiolymrea;x;
665;235;60;3;Kaamphithena;x;
666;92;160;48;Mukearglia;x;
667;240;125;13;Monayton;x;
668;159;79;26;Apollmarmarias;x;
669;212;71;39;Histgelthrae;x;
670;68;134;1;Misamaita;x;
671;59;134;2;Astidaissa;x;
672;140;134;3;Leokamarmenus;x;
673;61;134;4;Cleokouripolis;x;
674;113;134;4;Chiantigina;x;
675;206;134;4;Misbybai;x;
676;230;134;5;Orchoknossila;x;
677;73;134;8;Gelbraosia;x;
678;220;134;9;Madytleblia;x;
679;164;134;9;Laukyrenate;x;
680;100;134;5;Gaemporllai;x;
681;120;134;8;Hermmanai;x;
682;211;134;13;Crotkasthrae;x;
683;76;134;14;Lapithitnae;x;
684;189;134;15;Koimoina;x;
685;241;134;16;agrigento;x;
686;170;134;15;Antigephida;x;
687;238;134;18;Leonlefuf;x;
688;149;134;19;askeaton;x;
689;227;98;50;Eryboutiri;x;
690;200;134;21;Olbioriclis;x;
691;118;81;29;Chamathtiri;x;
692;114;134;24;Alileios;x;
693;144;134;25;Andnicinda;x;
694;124;211;26;Odekatus;x;
695;132;134;27;Opusleprmea;x;
696;161;134;30;Amarkydlia;x;
697;234;134;34;Masskaitiri;x;
698;241;225;56;Mallmulnes;x;
699;92;134;37;Oriargoli;x;
700;201;134;38;sinopoli;x;
701;155;238;36;Dymhermuf;x;
702;156;134;40;kendal;x;
703;75;134;40;Andmaratsos;x;
704;160;52;27;Monasmisthrae;x;
705;58;134;43;Kymisesmos;x;
706;181;95;10;Clazobhyrtiana;x;
707;197;222;63;Lebmantoas;x;
708;84;134;40;Dyhieraalous;x;
709;114;6;47;Ialmiseoas;x;
710;161;124;65;Kameilariium;x;
711;83;134;49;Maroodestes;x;
712;226;227;4;Kangorgnae;x;
713;120;134;47;Eubleibrea;x;
714;203;134;43;Hemeromesemate;x;
715;149;134;53;Asikoiine;x;
716;75;134;54;Madyclaoas;x;
717;122;134;54;Dimabybthos;x;
718;62;134;56;Kyactnes;x;
719;225;254;14;Lefkmylatrea;x;
720;221;79;36;Eryjumenus;x;
721;51;134;59;Kamalindlea;x;
722;89;63;64;Artlampinda;x;
723;76;189;5;Dymmisate;x;
724;233;134;59;Gorgilinai;x;
725;243;134;55;Konympoli;x;
726;241;134;55;Maronargyralous;x;
727;132;134;65;Gokataea;x;
728;176;134;65;Ganglefkaida;x;
729;108;134;67;Eresnysai;x;
730;158;106;48;Korindicaeaita;x;
731;88;134;69;Delphmesemus;x;
732;108;134;70;Orkydrias;x;
733;153;114;36;Megagournsos;x;
734;237;184;27;Didydioida;x;
735;251;134;73;Monoasthierthos;x;
736;223;134;74;Lapimethulia;x;
737;149;134;73;olbia;x;
738;223;134;73;Gohaliccia;x;
739;83;134;74;Cyrkimmeeia;x;
740;177;134;75;Oenleontlia;x;
741;150;68;9;Methumarmdia;x;
742;131;116;74;Bouoricrias;x;
743;225;254;21;Antigmaraosia;x;
744;155;215;69;Kourimantinoli;x;
745;236;134;93;Ydantialous;x;
746;220;6;95;lodeve;x;
747;178;176;45;Jukklaissa;x;
748;101;95;22;Niaantigiana;x;
749;83;200;9;Kalklazuf;x;
750;106;87;36;Lapiamalia;x;
751;229;229;43;Odesserealous;x;
752;144;52;46;Lefmociana;x;
753;108;211;48;Neiolcus;x;
754;176;52;47;Aegdecai;x;
755;64;103;20;Kameiroroptrias;x;
756;127;6;188;concarneau;x;
